iteration,distance,num_mutants,cns_ref_diff,cns_sabin_diff,num_medaka_variants
polio_testing_5,0.21,232,0,0,201
polio_testing_5,0.22,243,0,0,0
polio_testing_5,0.23,254,0,0,0
polio_testing_5,0.24,265,0,0,0
polio_testing_5,0.25,276,0,0,0
polio_testing_5,0.26,287,0,0,217
polio_testing_5,0.27,298,0,0,0
polio_testing_5,0.28,309,0,0,0
polio_testing_5,0.29,321,0,0,0
polio_testing_5,0.3,332,0,0,0
polio_testing_5,0.31,343,0,0,0
polio_testing_5,0.32,354,0,0,0
polio_testing_5,0.33,365,0,0,0
polio_testing_5,0.34,376,0,0,0
polio_testing_5,0.35,387,0,0,0
polio_testing_6,0.001,1,2,1,1
polio_testing_6,0.002,2,3,1,2
polio_testing_6,0.003,3,4,1,3
polio_testing_6,0.004,4,5,1,4
polio_testing_6,0.005,5,6,1,5
polio_testing_6,0.006,6,7,1,8
polio_testing_6,0.007,7,8,1,7
polio_testing_6,0.008,8,9,1,8
polio_testing_6,0.009,9,10,1,10
polio_testing_6,0.01,11,12,1,12
polio_testing_6,0.02,22,23,1,23
polio_testing_6,0.03,33,34,1,39
polio_testing_6,0.04,44,45,1,46
polio_testing_6,0.05,55,56,1,55
polio_testing_6,0.06,66,67,3,82
polio_testing_6,0.07,77,78,1,77
polio_testing_6,0.08,88,89,3,84
polio_testing_6,0.09,99,97,4,119
polio_testing_6,0.1,110,109,2,103
polio_testing_6,0.11,121,120,3,118
polio_testing_6,0.12,132,132,2,122
polio_testing_6,0.13,143,142,16,127
polio_testing_6,0.14,154,153,3,137
polio_testing_6,0.15,166,168,4,149
polio_testing_6,0.16,177,181,8,163
polio_testing_6,0.17,188,192,15,173
polio_testing_6,0.18,199,0,0,194
polio_testing_6,0.19,210,0,0,0
polio_testing_6,0.2,221,0,0,171
polio_testing_6,0.21,232,0,0,0
polio_testing_6,0.22,243,0,0,0
polio_testing_6,0.23,254,0,0,208
polio_testing_6,0.24,265,0,0,0
polio_testing_6,0.25,276,0,0,0
polio_testing_6,0.26,287,0,0,164
polio_testing_6,0.27,298,0,0,0
polio_testing_6,0.28,309,0,0,0
polio_testing_6,0.29,321,0,0,0
polio_testing_6,0.3,332,0,0,0
polio_testing_6,0.31,343,0,0,0
polio_testing_6,0.32,354,0,0,0
polio_testing_6,0.33,365,0,0,0
polio_testing_6,0.34,376,0,0,0
polio_testing_6,0.35,387,0,0,0
polio_testing_7,0.001,1,5,4,1
polio_testing_7,0.002,2,3,1,2
polio_testing_7,0.003,3,4,1,3
polio_testing_7,0.004,4,5,1,4
polio_testing_7,0.005,5,4,1,4
polio_testing_7,0.006,6,6,0,6
polio_testing_7,0.007,7,8,1,8
polio_testing_7,0.008,8,10,2,9
polio_testing_7,0.009,9,9,2,9
polio_testing_7,0.01,11,12,1,10
polio_testing_7,0.02,22,25,3,22
polio_testing_7,0.03,33,33,2,33
polio_testing_7,0.04,44,45,1,44
polio_testing_7,0.05,55,55,0,115
polio_testing_7,0.06,66,66,0,137
polio_testing_7,0.07,77,76,2,161
polio_testing_7,0.08,88,88,2,133
polio_testing_7,0.09,99,98,3,90
polio_testing_7,0.1,110,107,5,207
polio_testing_7,0.11,121,123,5,115
polio_testing_7,0.12,132,136,5,124
polio_testing_7,0.13,143,143,2,128
polio_testing_7,0.14,154,150,5,163
polio_testing_7,0.15,166,168,7,145
polio_testing_7,0.16,177,179,8,160
polio_testing_7,0.17,188,188,5,243
polio_testing_7,0.18,199,197,3,165
polio_testing_7,0.19,210,0,0,0
polio_testing_7,0.2,221,223,9,212
polio_testing_7,0.21,232,0,0,0
polio_testing_7,0.22,243,244,7,133
polio_testing_7,0.23,254,0,0,0
polio_testing_7,0.24,265,0,0,0
polio_testing_7,0.25,276,0,0,0
polio_testing_7,0.26,287,0,0,0
polio_testing_7,0.27,298,0,0,0
polio_testing_7,0.28,309,0,0,0
polio_testing_7,0.29,321,0,0,0
polio_testing_7,0.3,332,0,0,0
polio_testing_7,0.31,343,0,0,0
polio_testing_7,0.32,354,0,0,0
polio_testing_7,0.33,365,0,0,0
polio_testing_7,0.34,376,0,0,0
polio_testing_7,0.35,387,0,0,0
polio_testing_8,0.001,1,3,2,1
polio_testing_8,0.002,2,4,2,2
polio_testing_8,0.003,3,5,2,3
polio_testing_8,0.004,4,6,2,4
polio_testing_8,0.005,5,8,3,5
polio_testing_8,0.006,6,8,2,6
polio_testing_8,0.007,7,10,3,7
polio_testing_8,0.008,8,11,3,8
polio_testing_8,0.009,9,11,2,8
polio_testing_8,0.01,11,14,3,11
polio_testing_8,0.02,22,24,2,21
polio_testing_8,0.03,33,36,3,34
polio_testing_8,0.04,44,46,2,44
polio_testing_8,0.05,55,58,5,58
polio_testing_8,0.06,66,68,2,107
polio_testing_8,0.07,77,80,3,126
polio_testing_8,0.08,88,90,3,112
polio_testing_8,0.09,99,102,4,101
polio_testing_8,0.1,110,109,4,173
polio_testing_8,0.11,121,123,4,112
polio_testing_8,0.12,132,134,5,120
polio_testing_8,0.13,143,145,11,128
polio_testing_8,0.14,154,155,2,141
polio_testing_8,0.15,166,165,5,150
polio_testing_8,0.16,177,179,6,165
polio_testing_8,0.17,188,190,9,162
polio_testing_8,0.18,199,0,0,0
polio_testing_8,0.19,210,0,0,0
polio_testing_8,0.2,221,0,0,0
polio_testing_8,0.21,232,0,0,0
polio_testing_8,0.22,243,0,0,0
polio_testing_8,0.23,254,256,16,96
polio_testing_8,0.24,265,0,0,0
polio_testing_8,0.25,276,0,0,0
polio_testing_8,0.26,287,0,0,0
polio_testing_8,0.27,298,0,0,0
polio_testing_8,0.28,309,0,0,0
polio_testing_8,0.29,321,0,0,0
polio_testing_8,0.3,332,0,0,0
polio_testing_8,0.31,343,0,0,0
polio_testing_8,0.32,354,0,0,0
polio_testing_8,0.33,365,0,0,0
polio_testing_8,0.34,376,0,0,0
polio_testing_8,0.35,387,0,0,0
polio_testing_9,0.001,1,2,1,1
polio_testing_9,0.002,2,4,2,2
polio_testing_9,0.003,3,4,1,3
polio_testing_9,0.004,4,6,2,4
polio_testing_9,0.005,5,7,2,6
polio_testing_9,0.006,6,7,1,7
polio_testing_9,0.007,7,8,3,7
polio_testing_9,0.008,8,9,1,8
polio_testing_9,0.009,9,11,2,10
polio_testing_9,0.01,11,13,2,11
polio_testing_9,0.02,22,24,2,23
polio_testing_9,0.03,33,35,2,36
polio_testing_9,0.04,44,47,4,114
polio_testing_9,0.05,55,56,4,144
polio_testing_9,0.06,66,66,3,107
polio_testing_9,0.07,77,80,4,137
polio_testing_9,0.08,88,90,3,96
polio_testing_9,0.09,99,101,5,163
polio_testing_9,0.1,110,109,1,149
polio_testing_9,0.11,121,119,7,117
polio_testing_9,0.12,132,135,5,117
polio_testing_9,0.13,143,140,5,134
polio_testing_9,0.14,154,151,5,200
polio_testing_9,0.15,166,165,4,157
polio_testing_9,0.16,177,177,3,166
polio_testing_9,0.17,188,186,7,234
polio_testing_9,0.18,199,196,7,183
polio_testing_9,0.19,210,224,33,187
polio_testing_9,0.2,221,0,0,0
polio_testing_9,0.21,232,0,0,205
polio_testing_9,0.22,243,0,0,0
polio_testing_9,0.23,254,0,0,222
polio_testing_9,0.24,265,0,0,0
polio_testing_9,0.25,276,0,0,0
polio_testing_9,0.26,287,0,0,0
polio_testing_9,0.27,298,0,0,0
polio_testing_9,0.28,309,0,0,0
polio_testing_9,0.29,321,0,0,0
polio_testing_9,0.3,332,0,0,0
polio_testing_9,0.31,343,0,0,0
polio_testing_9,0.32,354,0,0,0
polio_testing_9,0.33,365,0,0,0
polio_testing_9,0.34,376,0,0,0
polio_testing_9,0.35,387,0,0,0
polio_testing_10,0.001,1,1,0,3
polio_testing_10,0.002,2,2,0,4
polio_testing_10,0.003,3,4,1,5
polio_testing_10,0.004,4,6,2,6
polio_testing_10,0.005,5,5,0,7
polio_testing_10,0.006,6,6,0,8
polio_testing_10,0.007,7,7,0,9
polio_testing_10,0.008,8,8,0,10
polio_testing_10,0.009,9,9,0,10
polio_testing_10,0.01,11,11,0,12
polio_testing_10,0.02,22,22,0,24
polio_testing_10,0.03,33,34,1,34
polio_testing_10,0.04,44,45,2,46
polio_testing_10,0.05,55,55,1,146
polio_testing_10,0.06,66,68,2,116
polio_testing_10,0.07,77,79,2,151
polio_testing_10,0.08,88,88,0,79
polio_testing_10,0.09,99,100,1,189
polio_testing_10,0.1,110,111,2,104
polio_testing_10,0.11,121,121,2,115
polio_testing_10,0.12,132,131,3,124
polio_testing_10,0.13,143,147,10,210
polio_testing_10,0.14,154,154,4,149
polio_testing_10,0.15,166,165,4,150
polio_testing_10,0.16,177,184,16,158
polio_testing_10,0.17,188,184,9,242
polio_testing_10,0.18,199,0,0,0
polio_testing_10,0.19,210,0,0,0
polio_testing_10,0.2,221,0,0,0
polio_testing_10,0.21,232,0,0,205
polio_testing_10,0.22,243,0,0,0
polio_testing_10,0.23,254,0,0,0
polio_testing_10,0.24,265,0,0,0
polio_testing_10,0.25,276,0,0,0
polio_testing_10,0.26,287,0,0,0
polio_testing_10,0.27,298,0,0,0
polio_testing_10,0.28,309,0,0,0
polio_testing_10,0.29,321,0,0,0
polio_testing_10,0.3,332,0,0,0
polio_testing_10,0.31,343,0,0,0
polio_testing_10,0.32,354,0,0,0
polio_testing_10,0.33,365,0,0,0
polio_testing_10,0.34,376,0,0,0
polio_testing_10,0.35,387,0,0,0
